text,annotation
пидорасы наше правительство издеваються над пенсионерами,1
эти твари давно охуели а мы все терпим!!!,1
"вол только тебя здесь блядь и не хватало, припиздышь!",1
"интересно как этот попал в депутаты, я все больше убеждаюсь теперь в думе одни идиоты",1
одесский федя- долбоеб....так правильней,1
"пиздабол, кто будет подписываться на твой канал у тебя одни фейки?...",1
из какого дерьма ты вылезла хуесоска??,1
по моему вы уже заебали этим козлом,1
"врачи пидарюги, бабло в пондемию рубят и работать не хотят",1
вася очень хочется почитать твою книгу,0
и чепушары и блядины за ефрешку гнилого .,1
"вернее до конца года, т.е две четверти, а там видно будет.",0
"всё это звенья одной цепи и если не абстрагироваться от действительности, то нетрудно догадаться о причинах такой жизни на селе.",0
пусть лучше вгоняет себя в нервозное состояние популист что в его партии есть такие что и сказать и связать двух слов не могут дебильные и юродивые,1
сомневаюсь что в семинарии учат брать бабло за богослужение...пидар бородатый.,1
"завали ебло и сдерни с темы,прихвостень",1
"опять шакальё скачит, у этих недоносков мозги в заднице застряли, правильно лукашенко их лупит дермократов сраных!!",1
"стол накрыт!а люди на карантине,нельзя собираться!😄",0
"пусть он предатель , но сколько людей спас от гибели.",0
"ведь все же видят,что как то ненормально все выглядит,игровая валюта уже не котируется,постоянные распродажи и акции,непроходимые дебри площадей.удивительное упорство с вашей стороны.",0
"если бы в россии были молодежные стройки, нулевые кредиты для открытия бизнеса молодым, мальчишки бы сейчас не прятали глаза, а трудились на благо семьи и родины.",0
"педрила все про жопы, да про жопы, ахаха.",1
"это реальная фотка, сами сфоткали из окна",0
"надо просто хуй положить на хряка викнянского, и чтобы он его с благодарностью, как всегда и любые хуи , принял.",1
доброго здоровичка тебе и твоей семье!,0
"оксана посмотрела твое видео,красота,все то и все в тему,мне очень понравилось!!",0
"действительно, что вылез всеми позабытый что бы обосраться пустословием.",1
"фигура безобразная, её скрывать надо, а не выставлять на показ.",1
"да,блядь,правильно,но серебряков с этим афоризмом уже заебал!",1
в очко натолкать эти миллиарды ненасытные твари,1
"провластные упыри за свои прибыли боятся, г н и д ы.",1
счастье для каждого свое и каждый поймёт его в конце своего пути по своему,0
"а как же витамин с, который погибает при высокой температуре!",0
"эта тварь убила человека.пишут что он выдающийся артист,хороший отёц и что?",1
"как мне набрать еще 2 очка, чтобы открыть сундук",0
хабаровчанам уважение за отстаивание их гражданской позиции.,0
"там пол беллоруссии придурков,уверенных что запад им поможет, значит,можно и в россии начать шатать власть.",1
подонок дай бог ему судьбу погибшего,1
при коммунистах во дворе стояло не больше десятка....сейчас в семье 2...3...хули все суки во двор тащат?...,1
нааааа .... тебе дура..... напейся и утопись!,1
"ты сука, тут пропагандоские тексты вставляешь, которые не соответствуют действительности, конкретно - где ты сучара видела беспорядки, погромы?",1
а они его на хуй послали пидракара++,1
"это просто уже ебанутый пиздец,нормальный мужик,таких вещей делать не будет,замерз,он там или его вообще там не было",1
"вот ввп не чего делать , как бегать и уродов травить,, задолбали своими уродами, давно пора...кто то умный нашелся.",1
"спасибо за видео,хотелось бы узнать и финансовую сторону такой квартиры и переезда.",0
"по кретова вчера камазом-мусоровозом собирали, после суточного невывоза.",0
наверное не надо от кого -то ничего ожидать и не будет разочарование..,0
"молодчина, кто спас этого красавчика, большой плюсик тебе в карму будет!",1
"я думаю потому что пьет очень мало.а как сделать что б пила даже не представляю.и молоко в воду добавляла и простоквашу чистую и сыворотку,непьет и все.",0
вот сука богатая даже не понимает от чего мы стали бедными если ты вернёшь мои деньги зароботанные то ты тварюга будешь бедная,1
"очень хороший стих!просто замечательный!спасибо,вам большое,за ваш талант!удачи в творчестве!♥♥♥♥",0
сука ты а не класс тебе,1
"помогите разобраться с зеркальными звездами,все горят.",0
"у нас на мира разгон от вокзала с рёвом и грохотом музыки, да ещё на перегонки по встречки.",0
"в россии много проблем будет ,законы у нас ебанутые",1
курящие не интерисуют её пощла тогда на хуй,1
"ещё 10 лет после короны , долбоёбы будут ходить в масках",0
оксана поздравляю вас с профессиональным праздником 💋﻿💋﻿💋﻿,0
"друзья мои верные, выручайте в трудном деле!",0
"делать нечего, хлеб у волочковой отнимает!хотя, у той, теперь, другой хлеб- скандалы!😄",0
молодцы вдв менты казлы оборзели уже,1
"😂с чего ты взял,что ты журналист,олень ты чмошный!!!",1
"лена, с днём рождения!❤🎂🎁 желаю, чтоб всё хорошее сбылось!🌹🌹🌹",0
"легче не придумаешь,могу поменяться местами.",0
а вы бляди воду мутите и все вам мало.,1
пидоры ебучей гандоны слов нету гниды,1
ебнутая тётка что б у тебя панос .всю жизнь был и рвота:d,1
"козлы они, 600 000 погибло бойцов красной армии за освобождение польши, мой отец там контузию получил поляки все времена предателями были, гореть этим не людям в аду",1
мразь конченная...в корне поменялось мнение об этом теле,0
бынт долбоебом подскажите напиональной в россии стало идеей опо занно стью в т ко,0
что ты спрятался в ящике как шавка и гундосишь - ты подойди к этим ребятам и скажи им эти слова в лицо,1
"в июне были выплаты от 3 до 16,а в июле от 0 до 16.поэтому вы получили 1 раз.",0
а мешки с деньгами бесследно пропадут со склада вещ.,0
ето не пацан а выродок котррый готов убивать людей детей,1
мою первую учительницу звали радченко светлана ивановна с кузнецово-михайловка тельмановского района донецкой области 1981год,0
"вы родители, вы и предлагайте!хотите здорового и живого ребёнка на дистанционку, нет, тогда в одну смену и без масок!",0
по его завершению волонтёры предоставят выписки из банка и накладные.,0
пусть всех их отправят на глаза и воспитание на родину.,1
"сходите к другому вету... помимо клеща может быть и грибок, и отит... мы тоже лечим... сначала от клеща капали, теперь отит лечим... тоже долго не проходит",0
"я вам написала , что в хабаровске никто никому не платит .",0
"ты вообще адекватная?писать такую бредятину,да еще и ржать?понарожает пизда уродов,а люди мучаются потом.",1
бля как вы достали со своими тупыми вопросами,1
!боль потери не лечит хмель..мы художники наших судеб..мы и кисти.,0
ну мразь... а не мужик и это стадо стоид любуюца... здаровья девочки.,1
"только подлецы из 5 колоны хают россию ,но продолжают здесь жить пидерасты хреновы.",1
вот в феврале - марте 2021 года и можно будет обсудить если стабильно будет выступать.,0
"земснаряд «gravel» 160 — плавучий, несамоходный, дизельный, палубного типа.",0
"острый на язык с бабами, ху.сос.",1
"как всегда сказочно напиздел, особенно про дочку вкатившую себе вакцину.",1
бедный ребенок .это надо этого урода так подвесить и трясти .8oi,1
масква это быдлы каторые жрут всю стану,1
"отчасти подтвердило несовершенство проекта возведение подпорной стены для ледового центра, однако и оно остановилось на середине из-за необходимости изменений используемых материалов.",0
о ч в б хочется жшть бз саа со блядь как шшшv кту шиvр,1
у этого вити задница вместо головы.,1
"пускай на кухне вертится она, не будь мудак,крутилась бы в постели.",1
по моему автор с темой слабо знаком но зато есть о чем поспорить ведь статья то здесь для этого.,0
там в акаунте справа должны быть три точки.,0
ещё раз для совсем тупых зомбируют только того кто безмозгл,1
"опять сука ссыкливая написала, которая боится свою поганую морду показать.",1
и натвоей улице грузовик с пряниками перевернется👍,0
"долбаебы ее скупали ,а с бумагой чё делают в мумии играют😄",0
"всю блядоту саботажную, загрузить в вагоны для скота и на рудники, пожизненно отрабатывать награбленное...^o) 👎👎👎",1
"подскажите, если я инвалид каждый год группу продливаю мне тоже надо проходить актуализацию?",0
"это когда оценивают совесть ниже зарплаты,это патология",1
"да))) справа муж, слева кот ... и такая спортивная посередине))))",0
"американцев, за ловлю американского осетра и фотосессию, не сажают.",0
помидоры они самые сильные растут даже побывав в желудке,0
"хаааааахааа было бы чем , тебе искать век надо мудила",1
хитро придумано гвоздики из китая дишманские и быстро ломаются:),0
"человек не находит ничего лучше как выругаться, употребляя при этом нецензурную брань.",1
это твоя любимая раша уничтожила совок (а я этому рад).,1
"просто жаль все наверстанное,а так может тупо забить х на эту игру и этих еб..х разработчиков му..ов",1
умничка дай бог тебе здоровья и береги маму,0
не ну сука как это животина вообще живёт кто это есть,1
"смотри, хоть какое то у тебя разнообразие)))) а то только соловьёв смотришь и других гандонов)))).",0
"ты от вопроса не отходи, уродопять вывесил пелёнку, понятия не имея о чём онавот и выясни, недоумок и провокатор",1
а что хуторская что на хуй не кому не нужна,1
"если сделал доброе дело, и не хвалишься, оно будет господом зачтено как доброе дело.",0
как они могут быть звездами если лентяи и туниядцы только жрут и трахаться,1
"как ласково мы его называем, боже мой , и это в надписи (кто там следующий ревнивчик ,убив￼чик, уродик...",1
и такая история была в моей жизни.,0
"скотина кто тебя держит в россии, просрался!!!!!!!",1
"на кой хуй нужны толстолобики в думе ,они не работаю а девки занас счёт и им для всё мало ебаная конституция",1
какой то пидор или откосивший из-за ссыкливости написал.,1
отсюда юмор и остроюмие...рано ушел,0
о ревалюция сознания не губернаторто что хуесос версия без цензуры по ссылке описании в,1
"дебилы, - они и во львове дебилы, но уже с большой буквы!!",1
пиченьки где страны пидорасов а или вы думаете вас сдесь примут нет вы же пидорасы а нам не правельные люди не нужны,1
"и пусть возвращается , и агибалова тоже , дом 2 оживят , а эту хуетень беспонтовую прорядят и выгонят на хуй",1
"в каменске- шахтинском, все подали заявления, вплоть до водителей скорой.по телеку показали, до кремля дошло, и сразу проверки, верю что деньги на з.п.",0
"осенью, когда сады грустны, листья на ветвях желты и гладки, вспоминая дни своей весны, глядя вдаль цветы грустят на грядке.",0
глядя на такое чудо бросишь не только пить.,1
"простой народ вьебывает на своей земле, а не шастает по планете как проститутка.",1
"этим трюком пользовался .. и не без успешно ,наш стаr - чарльз чаплин.",0
этот извращенец старухое* пидор когда заткнется?у него вместо языка член.,1
не верьте пида*расам которые это утверждают !,1
григорьевич намекнул что за своё воюют а чужое не жалко,1
приходят молодые девочки и работать не хотят.,0
к сожалению в кошатник срочно необходимо было закупить лекарство юнидокс.,0
"такая группа о самарканде, и этих блядей рекламируете, вот зачем????????",1
"до коли мы будем терпеть эту шваль, нас не считают за людей!",1
!и тот и тот гнусный гомик!!,1
"не, ну я знала, что они ебанушки, а что это диагноз.... даже радует, теперь все пазлы сложились, не стоит больше кубатурить в чём причина:d",1
да и время между сбором довольно продолжительное.,0
никого пластичней чем волочкова на кол ее и джигурду рядом,1
"и у меня бутончики появились, ждууууу не дышу не него😅весенняя закупка.",0
"результаты нахрен не нужны, нужно как нам говорят массовость, т.е показуха!",1
"что за очередная хрень😂пускай в африку еще напишут послание,дебилы помешаные,бля,какк будто больше делать не хрен в этлй жизни😁",1
да суки авган забыли сколько пацанов положили и где правда присяга пацаны исполнили а россия плюнула им в глаза,1
твой рубль сейчас и говна не стоит.,1
у меня сейчас 28 голов крс но это только у одной.,0
опять какой то мудозвон появился...провокатор.,1
"здравствуйте девочки, подскажите сколько сейчас получают по потере кормильца?",0
"умнички,что приютили,ура,целую просто света",0
"понятие «злость» имеет много синонимов, и нужно правильно использовать эти синонимы.",0
эээ тип..из какой палаты...?брысь насекомое...еблом женщин своего рода ложи...долбоеб клавиатурный...,1
"?я еще раз тебе говорю дура, что смельчук умер три года назад в белорусии, это тебе понятно ?",1
пидоры их высрали а не мать родила .....,1
- да ты сучара не помнишь какой год ...в таком состаянии ... гореть тебе в аду......,1
ну да только через 5 дней если не спрячет,0
"бедьненький,давайте скинемся,а то сдохнет мразь!",1
хочу тебе написать служил как раз на памире и в новый год исполялясь твоя песня (1988) ты меня ни когда не забудешь.,0
"не вижу смысла тут переписываться с тупорылкой, в реале бы поговорил.",1
не надо искать во всем только плохое.,0
"долбоеб бот тупорылый, за клавиатурой следи, не повторяй свою заученную бредню дважды.",1
заметили она без пилотки.стерлась на хуй.,1
эмираты (1 место) - из песка превращают пустыни в города !,0
гнать уже всех надо за периметор работать как все люди работают,1
сученыш на русских пасть не развивай!!!,1
только этих придурков ещё не хватает!,1
могу добавить пишите на номер 87018555526,0
"ул.ленина 205б, отдел чайная лавка",0
вы бабы блять кроме деньги нехуя не любите вы только ради деньги и все сукииииии,1
"та пидоров тут нет, ищи в другом месте.",1
"ну идёт дама на блядки, то бишь просто поебаться, а потом дитё рождается, незапланированное, без претензий на отцовство.",1
смешно отказываешься о народе который тебя имел и имеет,1
ырка и не пизди..он детдомовский,1
какие то долбоебские комментарии культ личности нулю бабенки поют.,1
"я не соловьев , 28 лет просидел в тюрьме , но блядь на их провокации и блядь бабло не поведусь ,!главное россия !",1
"спасибо вам ольга за то что я через вас узнала это стихотворение ,а когда мне нравится стих мне всегда хочется знать кто автор!",0
ебанутые тогда и кошкам запретить мяукать.я просто охуеваю от наших долбаебав,1
а с такими как ты нельзя говорить их надо только на хуй отпровлять!,1
"и в севастополе сегодня ооочень жарко и душно, +33 в тени!",0
"самые сраные попы из деревень на тачках за милионы гоняют, за бабкины пенсии жируют, а людям втерают как жить нужно.",1
по телику пиарят одних пидоров прививают нам европейскую культуру так что радуйтесь вы скоро приравняетесь к европе,1
адвокат конечно придумал хорошую отмазку.,0
но не в этом дело - ведь все это на волне позитива!,0
"все должны заботится и воспитывать ваших детей ,кроме вас!",0
"лано, хуесос, ты пока поисходи тут на говно, а я пойу полезно что-то сделаю.",1
"зарядка вроде обычная, а вот где взять такую карту?",0
"надюша, сестрёнка здоровья счастья и благополучия!!!!",0
"ты мразь рада тому, что что твои дети будут лишние 5 лет горбатиться на плешивого?",1
"бля а ктож тогда баба,мужчинник,да блядь она ну нет больше слов",1
"возможность у них есть и финансы есть,а вот желания нет лучше карманы свои набить для них это важно",0
а тут откуда не возьмис появился в рот...... судмедэксперт.,0
"хотя конечно и этот способ, для кого то, может иметь свое место существовать!?",0
"и теперь он оказался пиздоболом в глазах народа , а ведь когда то и я верил ему больше чем себе., но он перещеголял меня.",0
"пидор адольф не сумел их истребить , теперь имейте что имеете.",1
"1 час выпекается пирог зебра, так как там много ингредиентов, а то и 50 минут.",0
наказывать таких тварей надо.а за спасение здоровья вам и всего самого наилучшего.,1
"я думаю дело не в деньгах, просто шугнулся он василия.",0
!-неужели блядь в 21-веке-не умет бля снимать кино-ахуеть-такая параша-я в шоке-блядь реальное говно-!!!!!!!!!!!,1
"школьные друзья 🤣🤣🤣 идиот ты, автор 😆 какой бы жалостной не была картинка, дулю вам а не класс!",1
"смотрела с интересом, но последняя фраза испортила все видео.",0
"в нос , через клизму чай пьёт в который только что мышь опоражнилась.",1
"водила смотрю одевает милицейскую фуражку и мне так приветливо в лобовое стекло помахал рукой,мол спасибо тебе,брат!!!",0
"заметьте, на пара капель сока лимона, а ацетилсалициловая.",0
с воркуты работница онкологии грязная давалка за деньги,1
а то вороны мусорят и живут на крышах домов... а так переселяться из города.,1
моя первая учительница сидорова-ермакова нина степановна,0
"в ветклинику нужно обязательно , чтобы удостовериться , что не болен , чтобы не заразился ваш кот !",0
может кому нужны куриные шкурки для собак.,1
а про этого извините но реально ломать мозг над этим людям думаю нестоит.,1
"а мы лохи всему верили, придурки.",1
выгнать эту суку уродливую и россии и больше не пускать,1
как земле возникла жизнь на рассказываю о первой эпохе рождения планеты докембрийской эре лукинский живая история,0
"дай бог здоровья и терпения этому замечательному актеру ,который отдаёт свои гонорары на лечение больных детей!",0
"и зачем?пишу админам,ну хоть бы слово написали..молчат!значит это они?",0
"судя по рожам они бедного мишку сначала пытали,потом потрошили ещё живого и только затем съели",1
"в августе, долбоебы отмороженые ,всех собрали.",0
"ну сказали же что дума на каникулах, вот как явятся отдохнувшие к 1сентября так и будут придумывать как помочь бедным больным детям , и надо ли...?",0
а когда будет розыгрыш 1000000 оков?,0
твари если это сделали --- ублюдки,1
"идёт солдат по городу, по незнакомой улице, и от улыбок девичьих вся улица светла.",0
хотя сегодня все в провитьельстве и есть жиды .. продажные пидерасы !,1
"вы займитесь таким же делом сделайте дешевле не о манывайте людей, а потом расскажете получилось или нет",0
деньги закладывать для пенсионеров в общий бюджет первой строкой нет в бюджете средств значит и чиновникам тоже нет,0
"а кто тебя заставляет их лайкать?не хочешь не надо,дура блин..",1
"без масок люди были бы людьми,а так это только театр",0
похож на урода чмо мешающий обществу жить фу какой гадкий мерзкий тип аж блевать хочется,1
язык не поворачивается требовать ухоженности и бодрого вида.,0
но какая падла сюда пиндосский хеликоптер влепила.,0
а пошеки скинули памятник и голову отпилили - по адольфу суки соскучились,1
может девочку возьмёте на горшок ходит приблудилась,1
"но огонь, угасший в чаше стадиона, навсегда останется в сердцах всех причастных к олимпийским играм в советском союзе.",0
что можно подумать о пидора..ах; что они пидора..ы.,1
"неспорю, у моей знакомой была ситуация, жить негде, работы нет и маленький ребёнок на руках.",0
зачем путину косить под русского мужика он ведь еврей,1
"как соблюдаете, хранить в сухом месте по - новому???",0
"какая милая бабуленька, улыбается, душа светлая и ручки золотые!",0
"не обижайтесь, но они молодцы, что сделали себя сами, а не за счёт нас.",0
"молодец, иначе это жирно грязью бы поливала, а сама валялась на кровати, это дура неблагодарная,",1
"страна у нас еще существует, наверное благодаря только тебе-писака херов!",1
"мы желаем счастья вам, и оно должно быть таким, когда ты счастлив сам, счастьем поделись с другим!",0
умничка золотые ручки желаю счастья и добра!!,0
"для дигиниратов, которые любят коз и овец и очко товарища считается верхом блаженства,не понять",0
"да,свисти не свести денег на пенсии все равно не будет",0
"дебилы не доделанные, в такую херню вам даже сша не поверит.",1
"таких пидарасов и надо так учить, подвозомнили себя крутыми пидарасы ебучие, гореть им из века в век в аду",1
за какое место-он их душит.....кострюлеголовых...,1
"а растяжку надо делать для себя, а не для показухи",0
низкий поклон!а этой сраной власти пидаров гореть в аду,1
"хорошее дело, дай бог, хорошее начнётся с родника!",0
я делаю так: 3 яйца стакан сахара стакан муки ванилин 2-3 яблока,0
"рядом никого, кто раньше был так дорог, о ком заботилась.",0
эти твари людей ни во что не ставят.,0
"придёт время и от плюшенко будет все уходить, все империи когда-то рушатся, а он похоже решил создать свою империю.",0
"в нашей стране не будет такого никогда, так как правительство всё делает против своего народа.",0
"даже когда духи закончились, коробочка еще год пахла, я ее поэтому и не выбрасывала.",0
"сайт для вахтовиков, работяг , а не для поноса бандерлвского.",1
у меня и сеййчас есть срок пять лет назад купила и выбрасывать не собираюсь,0
один х...й пидар....сня,1
"нет не любим , он долбаеб потому что !",1
"я поняла ваше желание увидеть, то что не возможно в преднестровье.",0
"это по всему миру идёт, просто не афишируют .",0
"пишешь ни о чем, лишь говна плеснуть!",1
ищу связку трав или чашу углей жрице,0
и разве это человек?- это тварь самая натуральная.,0
"мы тоже были в хорватии, на границе паспорта регистрировали и туда и обратно.",0
"твари они последние, пришли бомбить и нажиться.",1
ты же понимаешь что ты ебанутый на всю голову?,1
"как минимум административка и выговор с лишением премии, а вообще таких надо убирать со службы.",1
нового еще ни чего не придумала все думает кого то удивить своим шпагатом,0
"то есть, если вы вдруг, дай бог, доживёте вместе до 102 лет (а эти старики, судя по их внешности, дожили) , то 80 совместных никак не насчитаете?",0
"димаш!с праздником тебя,творческих успехов,удачи во всем.",0
а что голосовать упыри сделали наживу на здоровье .умереть тоже платно.. врачей клятва гипократна неустраивает..деньги..деньги..а вот это их устраивает.пподажные...👎👎👎,1
"куплю рыбные чипсы за банановый шейк,бутылки,ведра,глиняный фонарь,острый шоколад,пачаток с маслом, гаспачо",0
хорошо провести время пиши в лс буду ждать,0
"мама решит ,мама сделает, а потом тоже самое жена должна.а должна ли?",0
"называйте вещи своими именами ,два пидора на лужайке",1
"лев, как любая кошка,пизданеш... и сидит молчит, чё дальше будет...",1
"рентген мы делаем да,но тут время очень поджимает,14 ехать уже,успею ли я все,больница от нас 40км а за путевкой вообще за 200 км ехать,как представлю сколько надо носится и ехать ни куда не охота",0
"согласитесь, никакие яхты и дворцы не способны придать привлекательности и благородства этой братии - ни дать-ни взять - романтики с большой дороги.",0
"сказок насмотрелись и поэтому решила нам втюхать,свои не здоровые фантазии.",0
"нужна мне помощь да поддержка дружеская, не хватает в хозяйстве вещи малой для дела важного.",0
кроме как выебыватся не черта не можете!!!,1
яхты ещё при ельцине пидаре все взято так что тут толку то обсуждать,0
и откуда ты такой взялся тебя видимо не мать родила а у пидораса через задний проход вышел,1
а вы уже в июле получали вам сейчас ток за август пришло,0
"...с голой жопою зимой,с замерзшею пиздой,на саночки сажусь эх блять я прокачусь...",1
не надо здесь умничать все могут за себя ответить,0
то есть за пидора ты согласен получается?,1
"дочки, сыночки, младшие сестрёнки и братишки.",0
"вы суки жополизы вместе с горбачёвым и своей гласностю, плюаризмом , просрали продали прекрасную страну , которая называлась ссср а, теперь чмырите народ, что вернёте назад как вас назвать ?",1
"старый пердун, который исчерпал свой запас, как трюковс тасканием женщин за волосы, обливанием водой из стаканчиков, так и своего словесного поноса.",1
"господи, спаси, сохрани и вразуми, отведи от зла наших детей.",0
"​​у меня то же самое.я помидоры в теплице и на улице посадила,может что-то соберу.огурцы под навесиком и на свободе,пока держатся.в прошлом году огурцы вовсю ели...в это время.",0
"записывали песни, секретики разные и подальше прятали от любопытных глаз!!",0
"я же говорю, что ты только говном и умеешь кидаться.",1
прежде чем что-то сказать или что-то сделать...берегите друг друга люди!!,0
и этим все сказано будете холопы хуйла,1
возле какого там 10 августа так что х**** несёшь ты где блять это прочитала дура е*****,1
"привет григорий!на луке катушка с леской,а стрела гарпунного типа присмотрись.😊",0
"по вашему виду кому надо,тот и определит,не сомневайтесь.",0
"привет , дайте пожалуйста номер телефона - соц защиты в калужской области горячей линии!",0
козлы кто это сделал самих этих уродов так бросить.,1
"я и так редко читаю здешних богинь, знающих как надо все делать правильно.",0
"в отделении уже почти весь персонал на больничном, но короновируса не ставят им.",0
"полицейские застрелили бомжа-француза инвалида,когда тот всего лишь приподнял руку от земли, просил о помощи.",0
"ты давай вот это вот прекращай , хуйня затея",1
"да уже и на митинги ни кто не ходит, только приезжие которые приехали расшатать край.дегтярев ездит по краю и удивляешься, что денег то нет ни чего не сделано, а что и начато стоит и денег нет.",0
как таких долбаебов вообще земля носит🙄🤦‍♂️,1
"для идиотов, майер отличается от генерал майера !",1
"с днем рождения тебя девочка, всего тебе самого наилучшего в жизни.",0
"какой борзый и наверно только на женщин ,мразь",1
что за пидорская картинка .пархоменко ты не перепутал ничего,1
группа по интересам и присылать материал можно всем..,0
если хочешь меня пиши личку,1
"семенченко, в жопу раненый, тоже готовился...",1
"я проходила мимо дерева с айвой, такой аромат стоит, на всю улицу.",0
"я бы тоже отдала .свою беду ,чужой не прикроешь.",0
этот старый маразматик уже внес свою лепту в развал страны в свое время,1
"привет,мне хорошо помогает чай с молоком или со сгущенкой.",0
"нет, у меня два обследования и оба на снимке, причём большие.",0
"так там впереди по лестнице кто-то шёл, неужели не помогли",0
вы не подумайте пизды получает хлеборез а потом все остальные когда мы пришли кто знает всем айда,1
"шо блять,неначмоктала своими сосками надутыми на коррекцию еблища?цена стремительно упала в условиях кризиса?",1
"так могут и вообще фото выложить, вы что думаете она сама?",0
"почти как у нас только 4 сына а дочку уже поздно , будем внучек ждать",0
"чёж блядь, не в полночь свиснут????",1
у меня запрос через7 минут подождете?,0
хуй там семья считается когда все мирно и покой а нетак чужой в семье и нитуда и нисюда это несемья а свинарник😆,1
"я бляtь в скайпe петросяну позвонил, тот увидел, так cyка угорал что аплодируя ладони себе hахуй поломал!",1
иначе не было бы у меня сейчас дочки.,0
а насчёт бесплатного просто сравни зарплаты в ссср и сша.,0
от самых верхних эшелонах власти до самых низовья связаны как звенья на цепи!,0
вот этими своими гуляньями неадекватными они вызывают негатив.,1
"цена платьев розовый цвет, с кошечкой, и белое( фото предпоследнее) и размер,на какой возраст?",0
а тебя бы туда сейчяс в хабору чтоб за чертей ответил ты вообще знаешь что токое чёрт олень рогатый,1
для такого количества квартир мизерные дворики.,0
а на серпантинах в горох при повороте тоже всегда сигналят.,0
"хорошо в исполкоме отвечают.кто нить знает за черниговский, когда вода будет?",0
"а хабаровск этого добьется, а вы сочи сидите ровно на жопе и ждите, когда за вас люди порешают!",1
"вы так точно описали, сам дух покоя и мира в душе, который присутствовал каждое утро в родительском доме.",0
"не долила воды, поэтому первое получилось суховатым.",0
